lab,subid,trial_num,trial_type,age_mo,looking_time
infantllmadison,mb023,6,ADS,9.921971252566737,7.553
infantllmadison,mb024,6,IDS,11.761806981519507,3.99
infantllmadison,mb025,6,IDS,8.344969199178644,8.768
infantllmadison,mb026,6,ADS,11.630390143737166,5.439
infantllmadison,mb027,6,ADS,11.630390143737166,8.915
infantllmadison,mb028,6,ADS,10.053388090349076,7.302
infantllmadison,mb029,6,IDS,13.47022587268994,10.63
infantllmadison,mb030,6,IDS,9.3305954825462,6.055
infantllmadison,mb031,6,ADS,12.84599589322382,4.126
infantllmadison,mb032,6,IDS,13.075975359342916,18
infantllmadison,mb033,6,ADS,6.04517453798768,9.439
infantllmadison,mb034,6,IDS,10.97330595482546,3.672
infantllmadison,mb035,6,IDS,11.991786447638605,7.357
infantllmadison,mb036,6,ADS,13.1088295687885,4.12
infantllmadison,mb037,6,IDS,9.88911704312115,NA
infantllmadison,mb038,6,ADS,6.406570841889117,14.537
infantllmadison,mb039,6,IDS,9.69199178644764,9.421
infantllmadison,mb040,6,IDS,12.09034907597536,11.052
infantllmadison,mb041,6,IDS,6.833675564681725,5.713
infantllmadison,mb042,6,ADS,6.6036960985626285,6.974
infantllmadison,mb043,6,IDS,8.739219712525667,7.55
infantllmadison,mb044,6,IDS,6.11088295687885,4.728
infantllmadison,mb045,6,ADS,10.283367556468171,5.047
infantllmadison,mb046,6,ADS,12.254620123203283,5.486
infantllmadison,mb047,6,IDS,12.41889117043121,4.343
infantllmadison,mb048,6,IDS,6.636550308008213,4.607
infantllmadison,mb049,6,IDS,11.696098562628336,16.424
infantllmadison,mb050,6,ADS,9.921971252566737,3.847
infantllmadison,mb051,6,IDS,9.659137577002053,15.897
infantllmadison,mb052,6,ADS,12.583162217659138,3.285
infantllmadison,mb053,6,IDS,12.15605749486653,3.694
infantllmadison,mb054,6,ADS,7.5564681724846,15.368
infantllmadison,mb055,6,ADS,12.35318275154004,NA
infantllmadison,mb056,6,IDS,7.786447638603696,3.994
infantllmadison,mb058,6,ADS,14.2258726899384,2.711
infantllmadison,mb059,6,ADS,10.250513347022586,13.465
infantllmadison,mb060,6,ADS,7.326488706365503,12.643
infantllmadison,mb061,6,ADS,7.359342915811088,11.369
infantllmadison,mb062,6,IDS,7.753593429158111,9.757
infantllmadison,mb063,6,IDS,14.160164271047227,9.387
infantllmadison,mb064,6,IDS,10.841889117043122,16.591
infantllmadison,mb065,6,ADS,14.390143737166325,7.254
infantllmadison,mb066,6,IDS,14.882956878850102,NA
infantllmadison,mb067,6,ADS,14.784394250513348,5.071
infantllmadison,mb068,6,NA,13.79876796714579,NA
infantllmadison,mb069,6,ADS,14.455852156057494,5.075
infantllmadison,mb070,6,IDS,13.568788501026694,15.087
infantllmadison,mb071,6,ADS,6.209445585215605,7.15
infantllmadison,mb072,6,ADS,14.850102669404516,3.247
infantllmadison,mb073,6,IDS,13.831622176591376,2.136
infantllmadison,mb074,6,ADS,14.915811088295689,3.242
infantllmadison,mb075,6,IDS,14.620123203285422,4.544
infantllmadison,mb076,6,ADS,9.396303901437372,3.536
infantllmadison,mb077,6,IDS,11.433264887063656,6.881
infantllmadison,mb078,6,ADS,13.700205338809036,NA
infantllmadison,mb079,6,IDS,7.260780287474333,7.491
infantllmadison,mb080,6,IDS,12.681724845995891,5.194
infantllmadison,mb081,6,ADS,13.174537987679672,NA
infantllmadison,mb082,6,NA,12.550308008213552,NA
infantllmadison,mb083,6,ADS,14.35728952772074,NA
infantllmadison,mb084,6,ADS,9.724845995893224,6.376
infantllmadison,mb085,6,IDS,8.607802874743326,7.856
infantllmadison,mb086,6,ADS,6.143737166324435,5.965
infantllmadison,mb087,6,IDS,10.546201232032857,4.847
infantllmadison,mb088,6,ADS,10.151950718685832,11.831
infantllmadison,mb089,6,IDS,9.659137577002053,6.478
infantllmadison,mb090,6,ADS,6.406570841889117,3.572
infantllmadison,mb091,6,ADS,9.462012320328542,15.593
infantllmadison,mb092,6,IDS,6.373716632443532,17.004
infantllmadison,mb093,6,ADS,8.706365503080082,4.952
infantllmadison,mb094,6,IDS,6.7351129363449695,2.079
infantllmadison,mb095,6,ADS,10.283367556468171,7.406
infantllmadison,mb096,6,NA,6.373716632443532,NA
infantllmadison,mb097,6,NA,7.5564681724846,NA
infantllmadison,mb098,6,ADS,6.176591375770021,NA
infantllmadison,mb003,7,IDS,9.3305954825462,3.575
infantllmadison,mb004,7,IDS,8.837782340862423,4.423
infantllmadison,mb005,7,NA,8.147843942505133,NA
infantllmadison,mb006,7,NA,11.696098562628336,NA
infantllmadison,mb008,7,IDS,8.870636550308008,16.767
infantllmadison,mb009,7,ADS,10.480492813141684,16.386
infantllmadison,mb010,7,IDS,10.77618069815195,NA
infantllmadison,mb011,7,IDS,9.757700205338809,18
infantllmadison,mb012,7,NA,6.997946611909651,NA
infantllmadison,mb013,7,ADS,8.016427104722792,NA
infantllmadison,mb014,7,ADS,8.706365503080082,9.744
infantllmadison,mb015,7,IDS,13.305954825462011,4.985
infantllmadison,mb016,7,IDS,8.706365503080082,13.916
infantllmadison,mb017,7,ADS,13.305954825462011,2.31
infantllmadison,mb019,7,ADS,10.4476386036961,4.04
infantllmadison,mb020,7,IDS,13.79876796714579,NA
infantllmadison,mb021,7,NA,9.100616016427104,NA
infantllmadison,mb022,7,IDS,10.841889117043122,7.764
infantllmadison,mb023,7,ADS,9.921971252566737,13.128
infantllmadison,mb024,7,ADS,11.761806981519507,NA
infantllmadison,mb025,7,IDS,8.344969199178644,5.264
infantllmadison,mb026,7,IDS,11.630390143737166,NA
infantllmadison,mb027,7,IDS,11.630390143737166,7.942
infantllmadison,mb028,7,ADS,10.053388090349076,NA
infantllmadison,mb029,7,IDS,13.47022587268994,4.297
infantllmadison,mb030,7,ADS,9.3305954825462,3.517
infantllmadison,mb031,7,ADS,12.84599589322382,3.167
infantllmadison,mb032,7,ADS,13.075975359342916,4.177
infantllmadison,mb033,7,ADS,6.04517453798768,4.232
infantllmadison,mb034,7,IDS,10.97330595482546,2.224
infantllmadison,mb035,7,ADS,11.991786447638605,12.509
infantllmadison,mb036,7,IDS,13.1088295687885,8.235
infantllmadison,mb037,7,ADS,9.88911704312115,6.726
infantllmadison,mb038,7,IDS,6.406570841889117,14.344
infantllmadison,mb039,7,IDS,9.69199178644764,4.951
infantllmadison,mb040,7,IDS,12.09034907597536,10.014
infantllmadison,mb041,7,IDS,6.833675564681725,8.053
infantllmadison,mb042,7,ADS,6.6036960985626285,9.021
infantllmadison,mb043,7,ADS,8.739219712525667,5.727
infantllmadison,mb044,7,ADS,6.11088295687885,3.669
infantllmadison,mb045,7,ADS,10.283367556468171,3.734
infantllmadison,mb046,7,ADS,12.254620123203283,3.81
infantllmadison,mb047,7,ADS,12.41889117043121,5.272
infantllmadison,mb048,7,IDS,6.636550308008213,8.312
infantllmadison,mb049,7,ADS,11.696098562628336,6.375
infantllmadison,mb050,7,IDS,9.921971252566737,7.032
infantllmadison,mb051,7,IDS,9.659137577002053,4.552
infantllmadison,mb052,7,IDS,12.583162217659138,5.008
infantllmadison,mb053,7,IDS,12.15605749486653,NA
infantllmadison,mb054,7,ADS,7.5564681724846,16.643
infantllmadison,mb055,7,ADS,12.35318275154004,3.508
infantllmadison,mb056,7,ADS,7.786447638603696,8.015
infantllmadison,mb058,7,IDS,14.2258726899384,6.277
infantllmadison,mb059,7,ADS,10.250513347022586,4.111
infantllmadison,mb060,7,IDS,7.326488706365503,7.594
infantllmadison,mb061,7,IDS,7.359342915811088,12.524
infantllmadison,mb062,7,IDS,7.753593429158111,8.782
infantllmadison,mb063,7,IDS,14.160164271047227,8.009
infantllmadison,mb064,7,ADS,10.841889117043122,7.655
infantllmadison,mb065,7,ADS,14.390143737166325,13.583
infantllmadison,mb066,7,ADS,14.882956878850102,NA
infantllmadison,mb067,7,IDS,14.784394250513348,4.038
infantllmadison,mb068,7,NA,13.79876796714579,NA
infantllmadison,mb069,7,ADS,14.455852156057494,2.995
infantllmadison,mb070,7,ADS,13.568788501026694,NA
infantllmadison,mb071,7,ADS,6.209445585215605,NA
infantllmadison,mb072,7,IDS,14.850102669404516,NA
infantllmadison,mb073,7,IDS,13.831622176591376,NA
infantllmadison,mb074,7,ADS,14.915811088295689,2.569
infantllmadison,mb075,7,ADS,14.620123203285422,4.814
infantllmadison,mb076,7,IDS,9.396303901437372,10.041
infantllmadison,mb077,7,ADS,11.433264887063656,18
infantllmadison,mb078,7,IDS,13.700205338809036,17.617
infantllmadison,mb079,7,ADS,7.260780287474333,3.133
infantllmadison,mb080,7,IDS,12.681724845995891,NA
infantllmadison,mb081,7,ADS,13.174537987679672,2.271
infantllmadison,mb082,7,NA,12.550308008213552,NA
infantllmadison,mb083,7,IDS,14.35728952772074,3.525
infantllmadison,mb084,7,ADS,9.724845995893224,3.284
infantllmadison,mb085,7,IDS,8.607802874743326,NA
infantllmadison,mb086,7,IDS,6.143737166324435,11.075
infantllmadison,mb087,7,ADS,10.546201232032857,NA
infantllmadison,mb088,7,IDS,10.151950718685832,8.617
infantllmadison,mb089,7,IDS,9.659137577002053,2.863
infantllmadison,mb090,7,ADS,6.406570841889117,NA
infantllmadison,mb091,7,ADS,9.462012320328542,4.878
infantllmadison,mb092,7,ADS,6.373716632443532,4.759
infantllmadison,mb093,7,IDS,8.706365503080082,13.046
infantllmadison,mb094,7,IDS,6.7351129363449695,2.128
infantllmadison,mb095,7,IDS,10.283367556468171,3.477
infantllmadison,mb096,7,NA,6.373716632443532,NA
infantllmadison,mb097,7,ADS,7.5564681724846,8.712
infantllmadison,mb098,7,IDS,6.176591375770021,7.82
infantllmadison,mb003,8,ADS,9.3305954825462,8.271
infantllmadison,mb004,8,ADS,8.837782340862423,4.265
infantllmadison,mb005,8,IDS,8.147843942505133,13.252
infantllmadison,mb006,8,NA,11.696098562628336,NA
infantllmadison,mb008,8,ADS,8.870636550308008,7.434
infantllmadison,mb009,8,IDS,10.480492813141684,9.544
infantllmadison,mb010,8,ADS,10.77618069815195,3.193
infantllmadison,mb011,8,ADS,9.757700205338809,18
infantllmadison,mb012,8,NA,6.997946611909651,NA
infantllmadison,mb013,8,IDS,8.016427104722792,NA
infantllmadison,mb014,8,IDS,8.706365503080082,5.608
infantllmadison,mb015,8,ADS,13.305954825462011,NA
infantllmadison,mb016,8,ADS,8.706365503080082,7.345
infantllmadison,mb017,8,IDS,13.305954825462011,16.175
infantllmadison,mb019,8,IDS,10.4476386036961,6.736
infantllmadison,mb020,8,ADS,13.79876796714579,3.8
infantllmadison,mb021,8,ADS,9.100616016427104,3.502
infantllmadison,mb022,8,ADS,10.841889117043122,2.255
infantllmadison,mb023,8,IDS,9.921971252566737,2.472
infantllmadison,mb024,8,IDS,11.761806981519507,2.351
infantllmadison,mb025,8,ADS,8.344969199178644,6.202
infantllmadison,mb026,8,ADS,11.630390143737166,9.807
infantllmadison,mb027,8,ADS,11.630390143737166,4.686
infantllmadison,mb028,8,IDS,10.053388090349076,NA
infantllmadison,mb029,8,ADS,13.47022587268994,5.319
infantllmadison,mb030,8,IDS,9.3305954825462,3.592
infantllmadison,mb031,8,IDS,12.84599589322382,17.026
infantllmadison,mb032,8,IDS,13.075975359342916,11.265
infantllmadison,mb033,8,IDS,6.04517453798768,3.872
infantllmadison,mb034,8,ADS,10.97330595482546,7.183
infantllmadison,mb035,8,IDS,11.991786447638605,7.799
infantllmadison,mb036,8,ADS,13.1088295687885,6.721
infantllmadison,mb037,8,IDS,9.88911704312115,NA
infantllmadison,mb038,8,ADS,6.406570841889117,3.992
infantllmadison,mb039,8,ADS,9.69199178644764,3.953
infantllmadison,mb040,8,ADS,12.09034907597536,4.759
infantllmadison,mb041,8,ADS,6.833675564681725,5.725
infantllmadison,mb042,8,IDS,6.6036960985626285,4.691
infantllmadison,mb043,8,IDS,8.739219712525667,14.544
infantllmadison,mb044,8,IDS,6.11088295687885,15.745
infantllmadison,mb045,8,IDS,10.283367556468171,3.958
infantllmadison,mb046,8,IDS,12.254620123203283,5.046
infantllmadison,mb047,8,IDS,12.41889117043121,7.768
infantllmadison,mb048,8,ADS,6.636550308008213,6.88
infantllmadison,mb049,8,IDS,11.696098562628336,7.24
infantllmadison,mb050,8,ADS,9.921971252566737,8.184
infantllmadison,mb051,8,ADS,9.659137577002053,3.175
infantllmadison,mb052,8,ADS,12.583162217659138,NA
infantllmadison,mb053,8,ADS,12.15605749486653,2.409
infantllmadison,mb054,8,IDS,7.5564681724846,11.47
infantllmadison,mb055,8,IDS,12.35318275154004,NA
infantllmadison,mb056,8,IDS,7.786447638603696,5.983
infantllmadison,mb058,8,ADS,14.2258726899384,2.263
infantllmadison,mb059,8,IDS,10.250513347022586,15.548
infantllmadison,mb060,8,ADS,7.326488706365503,9.748
infantllmadison,mb061,8,ADS,7.359342915811088,8.014
infantllmadison,mb062,8,ADS,7.753593429158111,NA
infantllmadison,mb063,8,ADS,14.160164271047227,3.652
infantllmadison,mb064,8,IDS,10.841889117043122,8.281
infantllmadison,mb065,8,IDS,14.390143737166325,3.984
infantllmadison,mb066,8,IDS,14.882956878850102,NA
infantllmadison,mb067,8,ADS,14.784394250513348,5.089
infantllmadison,mb068,8,NA,13.79876796714579,NA
infantllmadison,mb069,8,IDS,14.455852156057494,6.024
infantllmadison,mb070,8,IDS,13.568788501026694,17.447
infantllmadison,mb071,8,IDS,6.209445585215605,NA
infantllmadison,mb072,8,NA,14.850102669404516,NA
infantllmadison,mb073,8,ADS,13.831622176591376,2.449
infantllmadison,mb074,8,IDS,14.915811088295689,3.08
infantllmadison,mb075,8,IDS,14.620123203285422,16.411
infantllmadison,mb076,8,ADS,9.396303901437372,3.984
infantllmadison,mb077,8,IDS,11.433264887063656,7.295
infantllmadison,mb078,8,ADS,13.700205338809036,3.747
infantllmadison,mb079,8,IDS,7.260780287474333,4.663
infantllmadison,mb080,8,ADS,12.681724845995891,NA
infantllmadison,mb081,8,IDS,13.174537987679672,NA
infantllmadison,mb082,8,NA,12.550308008213552,NA
infantllmadison,mb083,8,ADS,14.35728952772074,2.577
infantllmadison,mb084,8,IDS,9.724845995893224,7.799
infantllmadison,mb085,8,ADS,8.607802874743326,2.732
infantllmadison,mb086,8,ADS,6.143737166324435,NA
infantllmadison,mb087,8,IDS,10.546201232032857,NA
infantllmadison,mb088,8,ADS,10.151950718685832,3.899
infantllmadison,mb089,8,ADS,9.659137577002053,4.351
infantllmadison,mb090,8,IDS,6.406570841889117,4.408
infantllmadison,mb091,8,IDS,9.462012320328542,2.444
infantllmadison,mb092,8,IDS,6.373716632443532,18
infantllmadison,mb093,8,ADS,8.706365503080082,5.145
infantllmadison,mb094,8,ADS,6.7351129363449695,10.388
infantllmadison,mb095,8,ADS,10.283367556468171,6.102
infantllmadison,mb096,8,NA,6.373716632443532,NA
infantllmadison,mb097,8,IDS,7.5564681724846,NA
infantllmadison,mb098,8,ADS,6.176591375770021,NA
infantllmadison,mb003,9,ADS,9.3305954825462,2.104
infantllmadison,mb004,9,ADS,8.837782340862423,3.782
infantllmadison,mb005,9,IDS,8.147843942505133,4.631
infantllmadison,mb006,9,NA,11.696098562628336,NA
infantllmadison,mb008,9,NA,8.870636550308008,NA
infantllmadison,mb009,9,NA,10.480492813141684,NA
infantllmadison,mb010,9,IDS,10.77618069815195,2.208
infantllmadison,mb011,9,ADS,9.757700205338809,7.829
infantllmadison,mb012,9,NA,6.997946611909651,NA
infantllmadison,mb013,9,IDS,8.016427104722792,15.336
infantllmadison,mb014,9,ADS,8.706365503080082,4.252
infantllmadison,mb015,9,NA,13.305954825462011,NA
infantllmadison,mb016,9,IDS,8.706365503080082,5.482
infantllmadison,mb017,9,IDS,13.305954825462011,2.398
infantllmadison,mb019,9,ADS,10.4476386036961,5.264
infantllmadison,mb020,9,IDS,13.79876796714579,4.538
infantllmadison,mb021,9,IDS,9.100616016427104,12.128
infantllmadison,mb022,9,ADS,10.841889117043122,3.158
infantllmadison,mb023,9,IDS,9.921971252566737,14.623
infantllmadison,mb024,9,ADS,11.761806981519507,3.776
infantllmadison,mb025,9,ADS,8.344969199178644,3.989
infantllmadison,mb026,9,IDS,11.630390143737166,18
infantllmadison,mb027,9,IDS,11.630390143737166,4.375
infantllmadison,mb028,9,IDS,10.053388090349076,NA
infantllmadison,mb029,9,ADS,13.47022587268994,NA
infantllmadison,mb030,9,ADS,9.3305954825462,NA
infantllmadison,mb031,9,IDS,12.84599589322382,NA
infantllmadison,mb032,9,ADS,13.075975359342916,5.536
infantllmadison,mb033,9,IDS,6.04517453798768,9.337
infantllmadison,mb034,9,ADS,10.97330595482546,5.936
infantllmadison,mb035,9,ADS,11.991786447638605,4.653
infantllmadison,mb036,9,IDS,13.1088295687885,8.347
infantllmadison,mb037,9,ADS,9.88911704312115,4.385
infantllmadison,mb038,9,IDS,6.406570841889117,8.194
infantllmadison,mb039,9,ADS,9.69199178644764,10.654
infantllmadison,mb040,9,ADS,12.09034907597536,4.32
infantllmadison,mb041,9,ADS,6.833675564681725,7.276
infantllmadison,mb042,9,IDS,6.6036960985626285,NA
infantllmadison,mb043,9,ADS,8.739219712525667,7.536
infantllmadison,mb044,9,ADS,6.11088295687885,3.28
infantllmadison,mb045,9,IDS,10.283367556468171,10.847
infantllmadison,mb046,9,IDS,12.254620123203283,5.478
infantllmadison,mb047,9,ADS,12.41889117043121,3.598
infantllmadison,mb048,9,ADS,6.636550308008213,4.304
infantllmadison,mb049,9,ADS,11.696098562628336,2.858
infantllmadison,mb050,9,IDS,9.921971252566737,6.152
infantllmadison,mb051,9,ADS,9.659137577002053,5.806
infantllmadison,mb052,9,IDS,12.583162217659138,NA
infantllmadison,mb053,9,ADS,12.15605749486653,NA
infantllmadison,mb054,9,IDS,7.5564681724846,9.924
infantllmadison,mb055,9,IDS,12.35318275154004,3.52
infantllmadison,mb056,9,ADS,7.786447638603696,4.88
infantllmadison,mb058,9,IDS,14.2258726899384,4.007
infantllmadison,mb059,9,IDS,10.250513347022586,6.911
infantllmadison,mb060,9,IDS,7.326488706365503,7.705
infantllmadison,mb061,9,NA,7.359342915811088,NA
infantllmadison,mb062,9,ADS,7.753593429158111,10.141
infantllmadison,mb063,9,ADS,14.160164271047227,4.268
infantllmadison,mb064,9,ADS,10.841889117043122,10.654
infantllmadison,mb065,9,IDS,14.390143737166325,NA
infantllmadison,mb066,9,ADS,14.882956878850102,NA
infantllmadison,mb067,9,IDS,14.784394250513348,NA
infantllmadison,mb068,9,NA,13.79876796714579,NA
infantllmadison,mb069,9,IDS,14.455852156057494,11.198
infantllmadison,mb070,9,ADS,13.568788501026694,5.182
infantllmadison,mb071,9,IDS,6.209445585215605,NA
infantllmadison,mb072,9,NA,14.850102669404516,NA
infantllmadison,mb073,9,ADS,13.831622176591376,NA
infantllmadison,mb074,9,IDS,14.915811088295689,2.512
infantllmadison,mb075,9,ADS,14.620123203285422,4.847
infantllmadison,mb076,9,IDS,9.396303901437372,9.51
infantllmadison,mb077,9,ADS,11.433264887063656,3.398
infantllmadison,mb078,9,IDS,13.700205338809036,17.482
infantllmadison,mb079,9,ADS,7.260780287474333,3.24
infantllmadison,mb080,9,ADS,12.681724845995891,NA
infantllmadison,mb081,9,IDS,13.174537987679672,NA
infantllmadison,mb082,9,NA,12.550308008213552,NA
infantllmadison,mb083,9,IDS,14.35728952772074,3.991
infantllmadison,mb084,9,IDS,9.724845995893224,8.902
infantllmadison,mb085,9,NA,8.607802874743326,NA
infantllmadison,mb086,9,IDS,6.143737166324435,6.086
infantllmadison,mb087,9,NA,10.546201232032857,NA
infantllmadison,mb088,9,IDS,10.151950718685832,6.487
infantllmadison,mb089,9,ADS,9.659137577002053,4.153
infantllmadison,mb090,9,IDS,6.406570841889117,NA
infantllmadison,mb091,9,IDS,9.462012320328542,10.924
infantllmadison,mb092,9,ADS,6.373716632443532,14.981
infantllmadison,mb093,9,IDS,8.706365503080082,6.743
infantllmadison,mb094,9,ADS,6.7351129363449695,5.193
infantllmadison,mb095,9,IDS,10.283367556468171,7.626
infantllmadison,mb096,9,NA,6.373716632443532,NA
infantllmadison,mb097,9,ADS,7.5564681724846,6.461
infantllmadison,mb098,9,IDS,6.176591375770021,10.887
infantllmadison,mb003,10,IDS,9.3305954825462,2.956
infantllmadison,mb004,10,IDS,8.837782340862423,3.118
infantllmadison,mb005,10,ADS,8.147843942505133,6.752
infantllmadison,mb006,10,NA,11.696098562628336,NA
infantllmadison,mb008,10,NA,8.870636550308008,NA
infantllmadison,mb009,10,NA,10.480492813141684,NA
infantllmadison,mb010,10,ADS,10.77618069815195,NA
infantllmadison,mb011,10,IDS,9.757700205338809,14.18
infantllmadison,mb012,10,NA,6.997946611909651,NA
infantllmadison,mb013,10,ADS,8.016427104722792,4.671
infantllmadison,mb014,10,IDS,8.706365503080082,6.994
infantllmadison,mb015,10,IDS,13.305954825462011,2.743
infantllmadison,mb016,10,ADS,8.706365503080082,12.628
infantllmadison,mb017,10,ADS,13.305954825462011,4.535
infantllmadison,mb019,10,IDS,10.4476386036961,6.638
infantllmadison,mb020,10,ADS,13.79876796714579,5.127
infantllmadison,mb021,10,ADS,9.100616016427104,NA
infantllmadison,mb022,10,IDS,10.841889117043122,5.231
infantllmadison,mb023,10,ADS,9.921971252566737,5.399
infantllmadison,mb024,10,IDS,11.761806981519507,3.575
infantllmadison,mb025,10,IDS,8.344969199178644,4.299
infantllmadison,mb026,10,ADS,11.630390143737166,NA
infantllmadison,mb027,10,NA,11.630390143737166,NA
infantllmadison,mb028,10,ADS,10.053388090349076,6.565
infantllmadison,mb029,10,IDS,13.47022587268994,4.572
infantllmadison,mb030,10,IDS,9.3305954825462,4.086
infantllmadison,mb031,10,ADS,12.84599589322382,8.541
infantllmadison,mb032,10,IDS,13.075975359342916,NA
infantllmadison,mb033,10,ADS,6.04517453798768,7.415
infantllmadison,mb034,10,IDS,10.97330595482546,3.52
infantllmadison,mb035,10,IDS,11.991786447638605,9.582
infantllmadison,mb036,10,ADS,13.1088295687885,4.433
infantllmadison,mb037,10,IDS,9.88911704312115,NA
infantllmadison,mb038,10,ADS,6.406570841889117,11.871
infantllmadison,mb039,10,IDS,9.69199178644764,NA
infantllmadison,mb040,10,IDS,12.09034907597536,4.509
infantllmadison,mb041,10,IDS,6.833675564681725,6.938
infantllmadison,mb042,10,ADS,6.6036960985626285,4.424
infantllmadison,mb043,10,IDS,8.739219712525667,4.684
infantllmadison,mb044,10,IDS,6.11088295687885,3.791
infantllmadison,mb045,10,ADS,10.283367556468171,NA
infantllmadison,mb046,10,ADS,12.254620123203283,5.472
infantllmadison,mb047,10,IDS,12.41889117043121,3.196
infantllmadison,mb048,10,IDS,6.636550308008213,16.969
infantllmadison,mb049,10,IDS,11.696098562628336,5.928
infantllmadison,mb050,10,ADS,9.921971252566737,3.747
infantllmadison,mb051,10,IDS,9.659137577002053,8.519
infantllmadison,mb052,10,ADS,12.583162217659138,3.111
infantllmadison,mb053,10,IDS,12.15605749486653,5.614
infantllmadison,mb054,10,ADS,7.5564681724846,4.838
infantllmadison,mb055,10,ADS,12.35318275154004,2.719
infantllmadison,mb056,10,IDS,7.786447638603696,5.144
infantllmadison,mb058,10,ADS,14.2258726899384,2.36
infantllmadison,mb059,10,ADS,10.250513347022586,6.159
infantllmadison,mb060,10,ADS,7.326488706365503,3.408
infantllmadison,mb061,10,ADS,7.359342915811088,9.806
infantllmadison,mb062,10,IDS,7.753593429158111,16.479
infantllmadison,mb063,10,IDS,14.160164271047227,5.247
infantllmadison,mb064,10,IDS,10.841889117043122,5.527
infantllmadison,mb065,10,ADS,14.390143737166325,3.632
infantllmadison,mb066,10,IDS,14.882956878850102,NA
infantllmadison,mb067,10,NA,14.784394250513348,NA
infantllmadison,mb068,10,NA,13.79876796714579,NA
infantllmadison,mb069,10,ADS,14.455852156057494,4.871
infantllmadison,mb070,10,IDS,13.568788501026694,NA
infantllmadison,mb071,10,ADS,6.209445585215605,4.842
infantllmadison,mb072,10,NA,14.850102669404516,NA
infantllmadison,mb073,10,IDS,13.831622176591376,NA
infantllmadison,mb074,10,ADS,14.915811088295689,12.273
infantllmadison,mb075,10,IDS,14.620123203285422,9.319
infantllmadison,mb076,10,ADS,9.396303901437372,2.703
infantllmadison,mb077,10,IDS,11.433264887063656,5.442
infantllmadison,mb078,10,ADS,13.700205338809036,3.068
infantllmadison,mb079,10,IDS,7.260780287474333,14.588
infantllmadison,mb080,10,IDS,12.681724845995891,5.224
infantllmadison,mb081,10,ADS,13.174537987679672,NA
infantllmadison,mb082,10,NA,12.550308008213552,NA
infantllmadison,mb083,10,ADS,14.35728952772074,17.603
infantllmadison,mb084,10,ADS,9.724845995893224,6.015
infantllmadison,mb085,10,NA,8.607802874743326,NA
infantllmadison,mb086,10,ADS,6.143737166324435,NA
infantllmadison,mb087,10,NA,10.546201232032857,NA
infantllmadison,mb088,10,ADS,10.151950718685832,6.28
infantllmadison,mb089,10,IDS,9.659137577002053,11.776
infantllmadison,mb090,10,ADS,6.406570841889117,3.728
infantllmadison,mb091,10,ADS,9.462012320328542,4.724
infantllmadison,mb092,10,IDS,6.373716632443532,16.517
infantllmadison,mb093,10,ADS,8.706365503080082,4.08
infantllmadison,mb094,10,IDS,6.7351129363449695,NA
infantllmadison,mb095,10,ADS,10.283367556468171,7.36
infantllmadison,mb096,10,NA,6.373716632443532,NA
infantllmadison,mb097,10,IDS,7.5564681724846,NA
infantllmadison,mb098,10,ADS,6.176591375770021,NA
infantllmadison,mb003,11,NA,9.3305954825462,NA
infantllmadison,mb004,11,ADS,8.837782340862423,4.359
infantllmadison,mb005,11,IDS,8.147843942505133,6.16
infantllmadison,mb006,11,NA,11.696098562628336,NA
infantllmadison,mb008,11,NA,8.870636550308008,NA
infantllmadison,mb009,11,NA,10.480492813141684,NA
infantllmadison,mb010,11,ADS,10.77618069815195,NA
infantllmadison,mb011,11,ADS,9.757700205338809,7.438
infantllmadison,mb012,11,NA,6.997946611909651,NA
infantllmadison,mb013,11,IDS,8.016427104722792,11.871
infantllmadison,mb014,11,IDS,8.706365503080082,11.32
infantllmadison,mb015,11,ADS,13.305954825462011,2.442
infantllmadison,mb016,11,ADS,8.706365503080082,3.487
infantllmadison,mb017,11,IDS,13.305954825462011,2.976
infantllmadison,mb019,11,IDS,10.4476386036961,5.127
infantllmadison,mb020,11,NA,13.79876796714579,NA
infantllmadison,mb021,11,NA,9.100616016427104,NA
infantllmadison,mb022,11,ADS,10.841889117043122,3.538
infantllmadison,mb023,11,IDS,9.921971252566737,6.679
infantllmadison,mb024,11,IDS,11.761806981519507,NA
infantllmadison,mb025,11,ADS,8.344969199178644,3.015
infantllmadison,mb026,11,ADS,11.630390143737166,2.639
infantllmadison,mb027,11,ADS,11.630390143737166,2.047
infantllmadison,mb028,11,IDS,10.053388090349076,NA
infantllmadison,mb029,11,ADS,13.47022587268994,3.016
infantllmadison,mb030,11,IDS,9.3305954825462,7.823
infantllmadison,mb031,11,IDS,12.84599589322382,6.614
infantllmadison,mb032,11,IDS,13.075975359342916,8.541
infantllmadison,mb033,11,IDS,6.04517453798768,11.631
infantllmadison,mb034,11,ADS,10.97330595482546,3.537
infantllmadison,mb035,11,IDS,11.991786447638605,14.104
infantllmadison,mb036,11,ADS,13.1088295687885,6.505
infantllmadison,mb037,11,IDS,9.88911704312115,2.184
infantllmadison,mb038,11,ADS,6.406570841889117,5.031
infantllmadison,mb039,11,ADS,9.69199178644764,2.088
infantllmadison,mb040,11,ADS,12.09034907597536,7.364
infantllmadison,mb041,11,ADS,6.833675564681725,6.022
infantllmadison,mb042,11,IDS,6.6036960985626285,5.534
infantllmadison,mb043,11,IDS,8.739219712525667,13.329
infantllmadison,mb044,11,IDS,6.11088295687885,14.016
