lab,sub_num,trial_type,trial_num,looking_time
babylabnijmegen,219,IDS,3,14.97
babylabnijmegen,220,IDS,3,4.05
babylabnijmegen,221,IDS,3,16.15
babylabnijmegen,222,IDS,3,8.62
babylabnijmegen,223,ADS,3,2.71
babylabnijmegen,224,IDS,3,16.59
babylabnijmegen,225,ADS,3,2.54
babylabnijmegen,226,ADS,3,7.06
babylabnijmegen,227,IDS,3,15.17
babylabnijmegen,228,ADS,3,16.44
babylabnijmegen,229,ADS,3,12.38
babylabnijmegen,230,IDS,3,6.7
babylabnijmegen,231,IDS,3,17.36
babylabnijmegen,232,IDS,3,3.82
babylabnijmegen,233,ADS,3,6.77
babylabnijmegen,234,ADS,3,8.53
babylabnijmegen,235,IDS,3,3.53
babylabnijmegen,236,IDS,3,4.35
babylabnijmegen,237,ADS,3,13.6
babylabnijmegen,238,IDS,3,7.68
babylabnijmegen,239,IDS,3,13.27
babylabnijmegen,240,IDS,3,8.59
babylabnijmegen,241,ADS,3,17.63
babylabnijmegen,242,IDS,3,4.45
babylabnijmegen,243,ADS,3,8.37
babylabnijmegen,244,IDS,3,15.22
babylabnijmegen,245,ADS,3,5.01
babylabparisdescartes1,246,IDS,3,9.042
babylabparisdescartes1,247,ADS,3,NA
babylabparisdescartes1,248,ADS,3,3.328
babylabparisdescartes1,249,ADS,3,10.056
babylabparisdescartes1,250,ADS,3,7.975
babylabparisdescartes1,251,IDS,3,NA
babylabparisdescartes1,2287,IDS,3,9.06
babylabparisdescartes1,252,IDS,3,3.346
babylabparisdescartes1,103,NA,3,NA
babylabparisdescartes1,254,ADS,3,NA
babylabparisdescartes1,255,ADS,3,11.864
babylabparisdescartes1,256,ADS,3,6.551
babylabparisdescartes1,257,ADS,3,5.438
babylabparisdescartes1,258,IDS,3,6.46
babylabparisdescartes1,259,IDS,3,5.711
babylabparisdescartes1,260,IDS,3,NA
babylabplymouth,261,IDS,3,5.88
babylabplymouth,262,ADS,3,15.24
babylabplymouth,263,ADS,3,6.31
babylabplymouth,264,IDS,3,10.58
babylabplymouth,265,IDS,3,14.75
babylabplymouth,266,ADS,3,4.85
babylabplymouth,267,ADS,3,14.41
babylabplymouth,268,IDS,3,NA
babylabplymouth,269,IDS,3,8.13
babylabplymouth,270,ADS,3,5.5
babylabplymouth,271,ADS,3,4.33
babylabplymouth,272,IDS,3,7.68
babylabplymouth,273,IDS,3,5.86
babylabplymouth,274,ADS,3,5.67
babylabplymouth,275,ADS,3,7.15
babylabplymouth,276,IDS,3,3.43
babylabplymouth,277,IDS,3,16.01
babylabplymouth,278,IDS,3,3.52
babylabplymouth,279,IDS,3,4.03
babylabplymouth,280,ADS,3,5.56
babylabplymouth,281,ADS,3,2.09
babylabplymouth,282,IDS,3,11.97
babylabplymouth,283,IDS,3,17.77
babylabplymouth,284,ADS,3,6.48
babylabplymouth,285,ADS,3,10
babylabplymouth,286,IDS,3,2.07
babylabplymouth,287,IDS,3,NA
babylabplymouth,288,ADS,3,6.14
babylabplymouth,289,ADS,3,8.51
babylabplymouth,290,IDS,3,7.6
babylabplymouth,291,IDS,3,2.98
babylabplymouth,292,ADS,3,4.36
babylabplymouth,293,ADS,3,5.95
babylabplymouth,294,IDS,3,2.69
babylabpotsdam,295,IDS,3,16.272
babylabpotsdam,296,ADS,3,10.035
babylabpotsdam,297,ADS,3,2.991
babylabpotsdam,298,ADS,3,3.566
babylabpotsdam,299,ADS,3,4.724
babylabpotsdam,300,IDS,3,16.911
babylabpotsdam,301,ADS,3,15.36
babylabpotsdam,302,IDS,3,18
babylabpotsdam,303,IDS,3,14.853
babylabpotsdam,304,ADS,3,5.802
babylabpotsdam,305,IDS,3,13.126
babylabpotsdam,306,ADS,3,8.301
babylabpotsdam,307,IDS,3,2.657
babylabpotsdam,308,ADS,3,NA
babylabpotsdam,309,IDS,3,4.442
babylabpotsdam,310,IDS,3,3.538
babylabpotsdam,311,IDS,3,10.209
babylabpotsdam,312,ADS,3,6.06
babylabpotsdam,313,IDS,3,5.502
babylabpotsdam,314,ADS,3,6.524
babylabpotsdam,315,IDS,3,17.43
babylabpotsdam,316,ADS,3,11.632
babylabpotsdam,317,IDS,3,6.363
babylabpotsdam,318,IDS,3,2.39
babylabpotsdam,319,ADS,3,14.814
babylabpotsdam,320,IDS,3,13.087
babylabpotsdam,321,IDS,3,8.636
babylabpotsdam,322,IDS,3,15.481
babylabpotsdam,323,ADS,3,15.914
babylabpotsdam,324,IDS,3,18
babylabpotsdam,325,IDS,3,15.603
babylabpotsdam,326,IDS,3,16.952
babylabpotsdam,327,IDS,3,16.3
babylabpotsdam,328,ADS,3,16.768
babylabpotsdam,329,ADS,3,5.387
babylabpotsdam,330,ADS,3,10.777
babylabpotsdam,331,IDS,3,3.413
babylabpotsdam,332,ADS,3,3.244
babylabpotsdam,333,IDS,3,13.16
babylabpotsdam,334,ADS,3,16.805
babylabpotsdam,335,ADS,3,2.558
babylabpotsdam,336,ADS,3,15.126
babylabpotsdam,337,ADS,3,8.023
babylabpotsdam,338,ADS,3,4.625
babylabpotsdam,339,ADS,3,6.081
babylabpotsdam,340,ADS,3,14.359
babylabprinceton,341,IDS,3,5.632
babylabprinceton,342,ADS,3,3.87
babylabprinceton,343,ADS,3,6.77
babylabprinceton,344,IDS,3,3.895
babylabprinceton,345,ADS,3,7.448
babylabprinceton,2288,ADS,3,4.635
babylabprinceton,346,IDS,3,3.408
babylabprinceton,347,IDS,3,10.287
babylabprinceton,348,ADS,3,8.935
babylabprinceton,103,NA,3,NA
babylabprinceton,350,IDS,3,13.174
babylabprinceton,351,ADS,3,NA
babylabprinceton,352,ADS,3,3.72
babylabprinceton,353,IDS,3,NA
babylabprinceton,354,ADS,3,4.766
babylabprinceton,355,ADS,3,3.01
babylabprinceton,356,IDS,3,18
babylabprinceton,357,IDS,3,10.872
babylabprinceton,358,ADS,3,13.123
babylabprinceton,359,ADS,3,7.557
babylabprinceton,360,IDS,3,NA
babylabprinceton,361,IDS,3,4.84
babylabprinceton,362,ADS,3,2.93
babylabprinceton,363,IDS,3,10.593
babylabshimane,364,IDS,3,15.16
babylabshimane,365,IDS,3,NA
babylabshimane,366,ADS,3,15.35
babylabshimane,367,ADS,3,3.47
babylabshimane,368,ADS,3,NA
babylabshimane,369,ADS,3,NA
babylabshimane,370,ADS,3,5.22
babylabshimane,371,ADS,3,11.72
babylabshimane,372,IDS,3,9.66
babylabshimane,373,ADS,3,2.84
babylabshimane,374,IDS,3,6.87
babylabshimane,375,IDS,3,NA
babylabshimane,376,IDS,3,6.83
babylabshimane,377,IDS,3,13.32
babylabshimane,378,IDS,3,15.34
babylabshimane,379,ADS,3,12.36
babylabshimane,380,ADS,3,8.51
babylabshimane,381,ADS,3,NA
babylabshimane,382,IDS,3,16.57
babylabshimane,383,ADS,3,3.86
babylabshimane,384,IDS,3,9.93
babylabshimane,385,ADS,3,8.41
babylabshimane,386,ADS,3,17.36
babylabshimane,387,ADS,3,6.93
babylabshimane,388,IDS,3,12.25
babylabshimane,389,IDS,3,5.18
babylabshimane,390,IDS,3,7.81
babylabshimane,391,IDS,3,6
babylabuclajohnson,392,IDS,3,NA
babylabuclajohnson,393,ADS,3,8.82
babylabuclajohnson,394,IDS,3,12.48
babylabuclajohnson,395,IDS,3,2.82
babylabuclajohnson,396,ADS,3,3.31
babylabuclajohnson,397,ADS,3,4.89
babylabuclajohnson,398,ADS,3,7.7
babylabuclajohnson,2289,IDS,3,14.21
babylabuclajohnson,103,NA,3,NA
babylabuclajohnson,400,IDS,3,10.72
babylabuclajohnson,103,NA,3,NA
babylabuclajohnson,402,ADS,3,7.27
babylabuclajohnson,403,IDS,3,16.22
babylabuclajohnson,404,ADS,3,3.31
babylabuclajohnson,405,IDS,3,18
babylabuclajohnson,406,IDS,3,18
babylabuclajohnson,407,ADS,3,7.69
babylabuclajohnson,408,ADS,3,2.83
babylabuclajohnson,409,ADS,3,2.54
babylabuclajohnson,410,ADS,3,15.16
babylabuclajohnson,411,IDS,3,17.54
babylabuclajohnson,412,ADS,3,6.91
babylabumassb,413,IDS,3,10.2967
babylabumassb,414,ADS,3,14.38
babylabumassb,415,ADS,3,11.13
babylabumassb,416,IDS,3,3
babylabumassb,417,ADS,3,2.6233
babylabumassb,418,ADS,3,3.97
babylabumassb,419,IDS,3,13.79
babylabumassb,420,ADS,3,9.8667
babylabumassb,421,ADS,3,11.99
babylabumassb,422,ADS,3,NA
babylabumassb,423,IDS,3,2.4867
babylabumassb,424,IDS,3,7.79
babylabumassb,425,ADS,3,11.4567
babylabumassb,426,IDS,3,NA
babylabumassb,427,IDS,3,13.22
babylabumassb,428,ADS,3,2.8067
babylabumassb,429,ADS,3,NA
babylabumassb,430,IDS,3,7.6333
babylabumassb,103,NA,3,NA
babylabumassb,432,ADS,3,2.7333
babylabumassb,433,IDS,3,3.3267
babylabumassb,434,IDS,3,NA
babylabumassb,435,IDS,3,4.4933
babylabumassb,436,IDS,3,NA
babylabumassb,437,ADS,3,7.3433
babylabumassb,438,IDS,3,8.2233
babylabumassb,439,IDS,3,NA
babylabumassb,440,ADS,3,NA
babylabumassb,441,ADS,3,3.9
babylabumassb,442,IDS,3,7.2467
babylabutrecht,443,ADS,3,14.975183
babylabutrecht,444,IDS,3,14.140498
babylabutrecht,445,IDS,3,12.771257
babylabutrecht,446,ADS,3,7.328428
babylabutrecht,447,ADS,3,7.626874
babylabutrecht,448,IDS,3,10.282108
babylabutrecht,449,IDS,3,8.780632
babylabutrecht,450,ADS,3,NA
babylabutrecht,451,ADS,3,12.422861
babylabutrecht,452,IDS,3,3.118355
babylabutrecht,453,IDS,3,3.766357
babylabutrecht,454,IDS,3,9.211435
babylabutrecht,455,ADS,3,3.550411
babylabutrecht,456,IDS,3,NA
babylabutrecht,457,IDS,3,7.869827
babylabutrecht,458,ADS,3,5.036629
babylabutrecht,459,ADS,3,12.009002
babylabutrecht,460,IDS,3,16.746092
babylabutrecht,461,IDS,3,13.436078
babylabutrecht,462,ADS,3,3.13891
babylabutrecht,463,ADS,3,3.280732
babylabutrecht,464,IDS,3,13.184472
babylabutrecht,465,IDS,3,12.839471
babylabutrecht,466,ADS,3,4.723054
babylabutrecht,467,IDS,3,14.677668
babylabutrecht,468,ADS,3,15.308151
babylabutrecht,469,ADS,3,16.858872
babylabutrecht,470,IDS,3,6.802911
babylabutrecht,471,IDS,3,2.646986
babylabutrecht,472,ADS,3,12.63308
babylabutrecht,473,ADS,3,17.017548
babylabutrecht,474,IDS,3,15.943326
babylabutrecht,475,IDS,3,14.051886
babylabutrecht,476,ADS,3,11.849579
babylabutrecht,477,ADS,3,11.951554
babylabutrecht,478,IDS,3,6.917544
babylabutrecht,479,ADS,3,16.378579
babylabutrecht,480,IDS,3,2.090038
babylabutrecht,481,IDS,3,16.320254
babylabutrecht,482,ADS,3,15.817412
babylabutrecht,483,ADS,3,3.949159
babylabutrecht,484,IDS,3,14.947491
babylabutrecht,485,IDS,3,14.561894
babylabutrecht,486,ADS,3,9.743958
babylabutrecht,487,ADS,3,8.123005
babylabutrecht,488,IDS,3,3.24388
babylabutrecht,489,IDS,3,7.157802
babylabutrecht,490,ADS,3,16.039674
babylabutrecht,491,ADS,3,14.282239
babylabutrecht,492,IDS,3,NA
babylabutrecht,493,IDS,3,14.627723
babylabutrecht,494,ADS,3,13.752265
babylabutrecht,495,ADS,3,3.789701
babylabutrecht,496,IDS,3,14.110999
babylabutrecht,497,IDS,3,9.110467
babylabutrecht,498,ADS,3,5.211177
babylabutrecht,499,ADS,3,10.815623
babylabutrecht,500,IDS,3,3.337801
babylabutrecht,501,IDS,3,7.975016
babylabutrecht,502,ADS,3,15.392765
babylabutrecht,503,ADS,3,6.602463
babylabvuw,504,IDS,3,17
babylabvuw,505,ADS,3,7.248
babylabvuw,506,ADS,3,3.147
babylabvuw,507,IDS,3,7.358
babylabvuw,508,ADS,3,15.032
babylabvuw,509,ADS,3,7.211
babylabvuw,510,IDS,3,15.489
babylabvuw,511,IDS,3,14.601
babylabvuw,512,ADS,3,16.297
babylabvuw,513,ADS,3,17.57
babylabvuw,514,IDS,3,3.028
babylabvuw,515,IDS,3,12.669
babylabvuw,516,ADS,3,9.546
babylabvuw,517,ADS,3,7.045
babylabvuw,518,IDS,3,15.336
babylabyork,519,IDS,3,17.9
babylabyork,520,ADS,3,8.5
babylabyork,521,ADS,3,10.1
babylabyork,522,ADS,3,17.9
babylabyork,523,IDS,3,17.9
babylabyork,524,ADS,3,13.8
babylabyork,103,NA,3,NA
babylabyork,525,ADS,3,2.5
babylabyork,526,ADS,3,9.3
babylabyork,527,ADS,3,9.5
babylabyork,528,ADS,3,6.1
babylabyork,529,IDS,3,14.9
babylabyork,530,IDS,3,13.7
babylabyork,2291,IDS,3,17.9
babylabyork,531,ADS,3,11.4
babylabyork,532,ADS,3,5.9
babylabyork,533,IDS,3,5.8
babylabyork,534,IDS,3,17.7
babylabyork,535,IDS,3,5.9
babylabyork,536,ADS,3,17.8
babylabyork,537,IDS,3,10.3
babylabyork,538,IDS,3,17.9
babylabyork,539,ADS,3,17.9
babylabyork,540,IDS,3,17.9
babylabyork,541,IDS,3,2.5
babylabyork,542,ADS,3,14.1
babylabyork,543,ADS,3,11.9
babylabyork,544,IDS,3,17.8
babylabyork,545,IDS,3,17.7
babylabyork,546,ADS,3,9.4
babylabyork,547,IDS,3,17.8
babylabyork,548,ADS,3,6
babylingoslo,549,ADS,3,3.14
babylingoslo,550,ADS,3,2.11
babylingoslo,551,IDS,3,6.18
babylingoslo,552,ADS,3,2.45
babylingoslo,553,IDS,3,5.75
babylingoslo,554,IDS,3,NA
babylingoslo,555,ADS,3,NA
babylingoslo,556,IDS,3,NA
babylingoslo,557,IDS,3,NA
babylingoslo,558,ADS,3,3.22
babylingoslo,559,IDS,3,NA
babylingoslo,560,IDS,3,2.68
babylingoslo,561,IDS,3,NA
babylingoslo,562,IDS,3,3.19
babylingoslo,563,ADS,3,NA
babylingoslo,564,IDS,3,NA
babylingoslo,565,ADS,3,NA
babylingoslo,566,ADS,3,6.56
babylingoslo,567,IDS,3,8.11
babylingoslo,568,IDS,3,NA
babylingoslo,569,ADS,3,4.07
babylingoslo,570,ADS,3,NA
babylingoslo,571,IDS,3,NA
babylingoslo,572,ADS,3,4.49
babylingoslo,573,IDS,3,NA
babylingoslo,574,ADS,3,2.06
babylingoslo,575,ADS,3,NA
babylingoslo,576,IDS,3,4.51
babylingoslo,577,ADS,3,NA
babylingoslo,578,ADS,3,NA
babylingoslo,579,IDS,3,NA
baldwinlabuoregon,580,IDS,3,NA
baldwinlabuoregon,581,ADS,3,14.95366374
baldwinlabuoregon,582,IDS,3,5.911569326
baldwinlabuoregon,583,IDS,3,12.51730618
baldwinlabuoregon,584,ADS,3,3.763907899
baldwinlabuoregon,585,IDS,3,10.64887572
baldwinlabuoregon,586,ADS,3,5.90282186
baldwinlabuoregon,587,ADS,3,4.450162403
baldwinlabuoregon,588,IDS,3,6.100219335
baldwinlabuoregon,103,NA,3,NA
baldwinlabuoregon,590,ADS,3,3.149635044
baldwinlabuoregon,591,ADS,3,3.205093948
baldwinlabuoregon,592,IDS,3,16.91399374
baldwinlabuoregon,593,IDS,3,14.24572025
baldwinlabuoregon,594,ADS,3,17.16537197
baldwinlabuoregon,595,ADS,3,3.366885784
bchdosu,596,IDS,3,4.768
bchdosu,597,IDS,3,9.696
bchdosu,103,NA,3,NA
bchdosu,599,ADS,3,12.288
bchdosu,600,IDS,3,10.512
bchdosu,601,IDS,3,4.72
bchdosu,602,IDS,3,6.785
bchdosu,603,IDS,3,4.462
bchdosu,604,IDS,3,17.381
bchdosu,605,ADS,3,10.24
bchdosu,606,ADS,3,10.864
bchdosu,607,IDS,3,6.56
bchdosu,608,IDS,3,16.369
bchdosu,609,ADS,3,5.04
bchdosu,610,ADS,3,16.678
bchdosu,611,ADS,3,2.416
bchdosu,612,IDS,3,6.847
bchdosu,613,IDS,3,4.545
bchdosu,614,ADS,3,17.424
bchdosu,615,ADS,3,4.928
bchdosu,616,IDS,3,2.448
bchdosu,617,ADS,3,3.296
bchdosu,618,IDS,3,4.88
bchdosu,619,IDS,3,9.647
bchdosu,620,ADS,3,15.304
bchdosu,621,IDS,3,4.992
bchdosu,622,IDS,3,14.235
bchdosu,623,IDS,3,13.44
bchdosu,624,ADS,3,3.824
bchdosu,625,ADS,3,16.839
bchdosu,626,IDS,3,12.017
bchdosu,627,ADS,3,17.833
bchdosu,628,IDS,3,8.88
bchdosu,629,IDS,3,9.408
bchdosu,630,ADS,3,5.393
bchdosu,631,ADS,3,17.477
bchdosu,632,IDS,3,5.552
bchdosu,633,ADS,3,10.191
bchdosu,634,ADS,3,NA
bchdosu,635,IDS,3,9.265
bchdosu,636,ADS,3,8.976
bchdosu,637,ADS,3,8.032
bchdosu,638,ADS,3,7.472
bchdosu,639,IDS,3,4.208
bchdosu,640,ADS,3,4.272
bchdosu,641,ADS,3,2.128
bchdosu,642,ADS,3,9.616
bchdosu,643,IDS,3,6.752
bchdosu,644,ADS,3,7.904
bchdosu,645,IDS,3,5.728
bchdosu,646,IDS,3,8.112
bchdosu,647,IDS,3,14.421
bchdosu,648,IDS,3,17.751
bchdosu,649,ADS,3,7.6
bchdosu,650,IDS,3,12.512
bchdosu,651,ADS,3,14.877
bchdosu,652,ADS,3,13.44
bchdosu,653,IDS,3,NA
bchdosu,654,IDS,3,16.617
bchdosu,655,ADS,3,13.344
bchdosu,656,IDS,3,4.896
bchdosu,657,ADS,3,4.544
bchdosu,658,ADS,3,3.6
bchdosu,659,ADS,3,17.739
bchdosu,660,IDS,3,4.113
bchdosu,661,IDS,3,14.289
bchdosu,662,ADS,3,NA
bcrlunlv,663,IDS,3,2.833
bcrlunlv,2303,ADS,3,7.3
bcrlunlv,664,IDS,3,2.633
bcrlunlv,665,IDS,3,2.3
bcrlunlv,666,ADS,3,3.267
bcrlunlv,103,NA,3,NA
bcrlunlv,667,ADS,3,5.767
bcrlunlv,668,ADS,3,3.533
bcrlunlv,669,ADS,3,5.933
bcrlunlv,670,IDS,3,2.833
bcrlunlv,671,IDS,3,2.733
bcrlunlv,672,IDS,3,17.03
bcrlunlv,673,IDS,3,10.13
bcrlunlv,674,IDS,3,3.633
bcrlunlv,103,NA,3,NA
bcrlunlv,676,ADS,3,3.667
bcrlunlv,677,ADS,3,15.27
bcrlunlv,678,IDS,3,5.3
bcrlunlv,103,NA,3,NA
bcrlunlv,680,IDS,3,9.733
bcrlunlv,681,IDS,3,12.63
bcrlunlv,682,ADS,3,NA
bcrlunlv,683,IDS,3,4.6
bcrlunlv,684,IDS,3,4.533
bcrlunlv,685,ADS,3,4.167
bcrlunlv,686,ADS,3,NA
bcrlunlv,687,IDS,3,4.733
bcrlunlv,688,ADS,3,NA
bcrlunlv,689,IDS,3,14.8
bllumanitoba,690,IDS,3,14.739
bllumanitoba,691,ADS,3,6.255
bllumanitoba,692,IDS,3,6.647
bllumanitoba,693,ADS,3,3.007
bllumanitoba,2292,ADS,3,15.256
bllumanitoba,694,IDS,3,16.437
bllumanitoba,695,ADS,3,15.746
bllumanitoba,696,ADS,3,10.967
bllumanitoba,697,ADS,3,14.338
bllumanitoba,698,IDS,3,15.674
bllumanitoba,699,IDS,3,3.303
bllumanitoba,700,ADS,3,5.383
bllumanitoba,701,ADS,3,2.263
bllumanitoba,702,ADS,3,8.247
bllumanitoba,703,IDS,3,9.215
bllumanitoba,704,IDS,3,2.527
bllumanitoba,705,ADS,3,18
bllumanitoba,706,IDS,3,10.655
bllumanitoba,707,ADS,3,12.79
bllumanitoba,708,IDS,3,8.175
bllumanitoba,709,IDS,3,14.447
bllumanitoba,710,ADS,3,13.527
bllumanitoba,711,ADS,3,4.719
bllumanitoba,712,IDS,3,15.193
bllumanitoba,713,IDS,3,11.047
bllumanitoba,714,ADS,3,3.551
bllumanitoba,715,ADS,3,NA
bllumanitoba,716,IDS,3,8.239
bllumanitoba,717,ADS,3,5.887
bllumanitoba,718,ADS,3,8.767
bllumanitoba,719,IDS,3,6.495
bllumanitoba,720,ADS,3,10.655
bllumanitoba,721,IDS,3,9.783
bllumanitoba,722,ADS,3,6.583
bllumanitoba,723,IDS,3,9.295
bllumanitoba,724,IDS,3,5.855
bllumanitoba,725,IDS,3,18
bllumanitoba,726,ADS,3,15.637
bllumanitoba,727,IDS,3,8.399
bllumanitoba,728,ADS,3,3.407
bllumanitoba,729,IDS,3,9.847
bllumanitoba,730,IDS,3,4.047
bllumanitoba,731,ADS,3,14.015
bllumanitoba,732,IDS,3,5.319
bllumanitoba,733,ADS,3,5.583
bllumanitoba,734,IDS,3,3.439
bllumanitoba,735,IDS,3,4.527
bllumanitoba,736,IDS,3,8.399
bllumanitoba,737,ADS,3,4.647
bllumanitoba,738,IDS,3,4.527
bllumanitoba,739,ADS,3,3.775
bllumanitoba,740,ADS,3,5.039
bllumanitoba,741,IDS,3,10.751
bllumanitoba,103,NA,3,NA
bllumanitoba,743,ADS,3,10.399
bllumanitoba,744,IDS,3,12.168
bllumanitoba,745,ADS,3,12.751
bllumanitoba,746,IDS,3,6.791
bllumanitoba,747,ADS,3,9.056
bllumanitoba,748,IDS,3,9.735
bllumanitoba,749,IDS,3,7.519
bllumanitoba,750,ADS,3,17.608
bllumanitoba,751,IDS,3,6.023
bllumanitoba,752,IDS,3,14.143
bllumanitoba,753,IDS,3,16.079
bllumanitoba,754,IDS,3,3.671
bllumanitoba,755,ADS,3,5.391
bllumanitoba,756,ADS,3,8.167
bllumanitoba,757,ADS,3,3.975
bllumanitoba,758,IDS,3,15.881
bllumanitoba,103,NA,3,NA
bllumanitoba,759,IDS,3,15.253
bllumanitoba,760,ADS,3,15.847
bllumanitoba,761,ADS,3,7.135
bllumanitoba,762,IDS,3,7.119
bllumanitoba,763,ADS,3,9.367
bllumanitoba,2293,IDS,3,9.935
bllumanitoba,764,ADS,3,2.359
bllumanitoba,765,IDS,3,7.247
bounbcl,766,ADS,3,5.84
bounbcl,767,IDS,3,NA
bounbcl,768,IDS,3,9.28
bounbcl,769,ADS,3,2.04
bounbcl,770,ADS,3,3.96
bounbcl,771,IDS,3,NA
bounbcl,772,IDS,3,3.12
bounbcl,773,ADS,3,8.6
bounbcl,774,IDS,3,12.36
bounbcl,775,ADS,3,4.8
bounbcl,776,IDS,3,13.88
bounbcl,777,ADS,3,5.76
bounbcl,778,IDS,3,9.76
bounbcl,779,IDS,3,18
bounbcl,780,ADS,3,7.52
bounbcl,781,IDS,3,13.32
bounbcl,782,ADS,3,4.6
bounbcl,783,IDS,3,3.8
bounbcl,784,IDS,3,5.24
bounbcl,785,ADS,3,15.52
bounbcl,786,ADS,3,NA
bounbcl,103,NA,3,NA
bounbcl,788,IDS,3,3.16
bounbcl,789,ADS,3,4.64
bounbcl,790,ADS,3,6.72
bounbcl,791,IDS,3,3.92
bounbcl,792,IDS,3,8.64
bounbcl,793,ADS,3,2.2
bounbcl,103,NA,3,NA
bounbcl,795,IDS,3,3.68
bounbcl,796,IDS,3,18
callab,797,IDS,3,6.1966552734375
callab,798,ADS,3,NA
callab,799,ADS,3,5.16677856445312
callab,800,IDS,3,2.83195495605469
callab,801,IDS,3,2.6827392578125
callab,802,ADS,3,NA
callab,803,ADS,3,NA
callab,804,IDS,3,NA
callab,805,ADS,3,4.99908447265625
callab,806,ADS,3,NA
callab,807,IDS,3,15.465576171875
callab,808,ADS,3,NA
callab,809,ADS,3,NA
callab,810,IDS,3,5.09718322753906
callab,811,IDS,3,NA
callab,812,ADS,3,NA
callab,813,ADS,3,NA
callab,814,IDS,3,5.58297729492188
callab,815,IDS,3,4.31649780273438
callab,816,IDS,3,8.71266174316406
callab,817,ADS,3,NA
callab,818,IDS,3,NA
callab,819,IDS,3,16.8595581054688
callab,820,ADS,3,2.99932861328125
callab,821,IDS,3,NA
callab,822,IDS,3,11.0264892578125
callab,823,ADS,3,NA
callab,824,ADS,3,12.7463531494141
callab,825,IDS,3,4.71492004394531
callab,826,IDS,3,NA
cdcceu,827,IDS,3,3.35
cdcceu,828,ADS,3,7.126
cdcceu,829,ADS,3,9.514
cdcceu,830,IDS,3,6.366
cdcceu,831,IDS,3,3.728
cdcceu,832,ADS,3,6.986
cdcceu,833,IDS,3,6.292
cdcceu,834,IDS,3,7.656
cdcceu,835,ADS,3,9.484
cdcceu,836,ADS,3,5.632
cdcceu,837,ADS,3,14.266
cdcceu,838,IDS,3,14.206
cdcceu,839,ADS,3,4.888
cdcceu,840,IDS,3,NA
cdcceu,841,IDS,3,10.26
cdcceu,842,ADS,3,7.874
cdcceu,843,IDS,3,11.596
cdcceu,844,ADS,3,7.49
cdcceu,845,ADS,3,4.362
cdcceu,846,IDS,3,14.992
cdcceu,103,NA,3,NA
cdcceu,847,ADS,3,14.668
cdcceu,848,IDS,3,17.526
cdcceu,849,IDS,3,16.522
cdcceu,103,NA,3,NA
cdcceu,850,ADS,3,10.234
cdcceu,851,IDS,3,12.148
cfnuofn,852,ADS,3,4.77
cfnuofn,853,ADS,3,NA
cfnuofn,854,IDS,3,18
cfnuofn,855,ADS,3,3.61
cfnuofn,856,IDS,3,15.84
cfnuofn,857,ADS,3,8.5
cfnuofn,858,ADS,3,NA
cfnuofn,859,IDS,3,4.07
cfnuofn,860,ADS,3,5.89
cfnuofn,861,ADS,3,NA
cfnuofn,862,IDS,3,5.32
cfnuofn,863,IDS,3,18
cfnuofn,864,ADS,3,3.59
cfnuofn,865,ADS,3,4.81
cfnuofn,866,ADS,3,NA
childlabmanchester,867,IDS,3,2.776
childlabmanchester,868,ADS,3,NA
childlabmanchester,103,NA,3,NA
childlabmanchester,870,IDS,3,4.094
childlabmanchester,871,IDS,3,4.696
childlabmanchester,872,ADS,3,3.574
childlabmanchester,873,IDS,3,3.996
childlabmanchester,874,IDS,3,NA
childlabmanchester,875,ADS,3,NA
childlabmanchester,876,ADS,3,5.68
childlabmanchester,877,IDS,3,NA
childlabmanchester,878,ADS,3,NA
childlabmanchester,879,ADS,3,NA
childlabmanchester,103,NA,3,NA
childlabmanchester,881,ADS,3,5.586
childlabmanchester,882,ADS,3,2.156
childlabmanchester,883,IDS,3,2.194
childlabmanchester,884,ADS,3,3.328
childlabmanchester,885,ADS,3,NA
childlabmanchester,886,IDS,3,3.142
childlabmanchester,887,IDS,3,5.168
childlabmanchester,888,ADS,3,NA
childlabmanchester,889,IDS,3,NA
childlabmanchester,890,IDS,3,2.182
childlabmanchester,891,ADS,3,14.098
childlabmanchester,892,ADS,3,4.708
chosunbaby,893,ADS,3,4.559
chosunbaby,894,ADS,3,16.311
chosunbaby,895,ADS,3,2.535
chosunbaby,896,ADS,3,9.088
chosunbaby,897,IDS,3,7.031
chosunbaby,898,IDS,3,16.542
chosunbaby,899,IDS,3,NA
chosunbaby,900,ADS,3,7.071
chosunbaby,901,ADS,3,16.531
chosunbaby,902,ADS,3,7.975
chosunbaby,903,IDS,3,5.824
chosunbaby,904,ADS,3,3.911
chosunbaby,905,IDS,3,9.883
chosunbaby,906,ADS,3,5.783
chosunbaby,907,ADS,3,3.063
chosunbaby,908,IDS,3,7.92
chosunbaby,909,ADS,3,4.296
chosunbaby,910,ADS,3,3.039
chosunbaby,911,IDS,3,6.647
chosunbaby,912,IDS,3,15.671
chosunbaby,913,ADS,3,3.639
chosunbaby,914,ADS,3,9.088
chosunbaby,915,IDS,3,NA
chosunbaby,916,ADS,3,14.399
chosunbaby,917,ADS,3,11
chosunbaby,918,IDS,3,3.439
chosunbaby,919,IDS,3,11.014
chosunbaby,920,ADS,3,8.647
chosunbaby,921,ADS,3,8.799
chosunbaby,922,IDS,3,2.487
chosunbaby,923,IDS,3,7.552
chosunbaby,924,ADS,3,5.838
